ISO28178
ORIGINATOR	"X-Rite, Inc."
FILE_DESCRIPTOR	"Japan Color 2011 for Sheet-fed Offset based on ISO 12647-2"
CREATED	"2011/03/05"
INSTRUMENTATION	"i1iO"
WEIGHTING_FUNCTION	"ILLUMINANT, D50"
WEIGHTING_FUNCTION	"OBSERVER, 2 degree"
NUMBER_OF_FIELDS	9
BEGIN_DATA_FORMAT							
SAMPLE_NO	SAMPLE_ID	CMYK_C	CMYK_M	CMYK_Y	CMYK_K	LAB_L	LAB_A	LAB_B
END_DATA_FORMAT							
NUMBER_OF_SETS	1617							
BEGIN_DATA								
1401	1552	20	40	10	10	64.555142	15.117640	-7.517693
1402	392	85	40	40	0	45.743113	-20.690998	-19.678621
1403	865	70	40	40	20	44.761784	-9.704764	-11.023704
1404	299	70	10	30	0	60.891942	-25.541912	-15.799980
1405	1078	20	40	0	60	41.481910	11.147256	-9.639871
1406	1426	7	0	7	0	90.934951	-3.213780	0.853292
1407	1585	40	70	70	10	45.470002	21.570223	16.412162
1408	101	20	10	10	0	81.387733	-2.000905	-4.526079
1409	1334	0	0	70	0	90.540254	-5.587826	60.570030
1410	1377	10	6	6	10	81.402267	-0.308838	-2.450024
1411	1228	0	0	70	80	39.637500	-3.204529	25.808333
1412	371	55	10	40	0	66.063645	-20.718563	-0.517390
1413	1140	70	100	40	60	18.520862	21.342337	-10.878381
1414	1306	2	0	0	0	93.404061	-0.381212	-2.635514
1415	1005	20	100	40	40	31.043970	47.960592	2.531390
1416	201	40	20	20	0	69.661809	-5.353864	-8.166764
1417	1314	0	70	0	0	61.327753	48.543676	-6.672910
1418	363	40	20	40	0	68.679146	-8.058348	6.191974
1419	283	40	30	30	0	65.572821	-1.021152	-2.656074
1420	511	20	70	70	0	54.092518	33.735877	26.885933
1421	1253	70	40	100	80	23.178292	-9.038171	14.849766
1422	693	40	100	100	0	36.080918	48.033147	25.128885
1423	1571	40	20	0	10	66.295707	-1.733540	-20.900137
1424	1420	3	3	0	3	89.616165	1.283392	-3.492839
1425	408	0	20	55	0	82.351061	8.082632	39.420035
1426	303	70	55	30	0	45.969929	0.387998	-19.723564
1427	1137	70	20	40	60	34.529808	-13.269797	-6.955785
1428	1337	0	0	40	0	92.066545	-3.835788	31.786281
1429	1269	0	0	40	100	17.086582	0.279517	7.428464
1430	618	55	55	85	0	48.581899	1.806091	24.386507
1431	762	100	20	0	20	42.170954	-24.746105	-45.507422
1432	688	40	30	100	0	62.652558	-6.861864	56.107232
1433	628	70	70	85	0	38.970582	2.918866	12.334341
1434	123	40	55	10	0	56.124064	18.358953	-17.228330
1435	136	70	0	10	0	65.199138	-26.328806	-28.851294
1436	1096	0	0	20	60	55.650831	-1.372666	8.024446
1437	909	100	100	70	20	18.973591	1.639270	-15.146262
1438	1009	40	70	40	40	36.707729	20.035636	-1.677412
1439	550	85	0	70	0	55.460165	-48.729013	8.149315
1440	1225	100	40	40	80	19.163135	-13.498937	-12.296547
1441	749	40	10	0	20	65.362485	-6.314584	-19.069774
1442	1021	0	0	70	40	67.239718	-4.862367	44.034593
1443	926	20	70	100	20	46.930700	28.102003	42.989756
1444	931	40	40	100	20	51.971379	-0.380394	45.434757
1445	323	100	85	30	0	27.145617	-0.908737	-35.315234
1446	378	55	100	40	0	32.101832	43.824403	-11.836971
1447	753	40	100	0	20	31.887801	50.883875	-19.469065
1448	1227	100	100	40	80	11.987730	5.341168	-12.162049
1449	111	30	20	10	0	73.878188	0.094636	-10.201040
1450	1235	40	100	70	80	17.433902	22.025999	5.091801
1451	1292	80	0	0	0	61.895333	-27.186736	-41.414480
1452	1189	70	70	100	60	24.490146	0.887388	13.394947
1453	719	85	85	100	0	29.679873	-0.078014	8.203238
1454	954	20	70	0	40	41.564197	29.626378	-11.944965
1455	527	40	40	70	0	59.888589	1.366081	25.310061
1456	1504	0	40	40	10	69.562978	20.697133	19.761302
1457	1486	0	0	0	10	88.318960	0.389459	-1.499681
1458	879	0	100	70	20	40.947365	62.193068	24.265141
1459	1499	0	20	40	10	77.788335	8.137294	24.059531
1460	178	10	70	20	0	57.998555	41.879769	0.132593
1461	1197	0	40	0	80	33.344942	11.827181	-2.353175
1462	1236	70	0	70	80	28.373165	-17.712733	8.056118
1463	30	30	20	0	0	74.475500	1.702935	-17.674366
1464	65	85	10	0	0	56.658251	-24.516496	-43.993460
1465	377	55	85	40	0	38.637950	29.292320	-10.236565
1466	911	0	10	100	20	74.136944	-0.446453	78.187034
1467	151	85	70	10	0	36.920935	4.875407	-37.135669
1468	1462	3	3	40	3	87.455356	-3.052253	28.285071
1469	711	70	100	100	0	28.130854	27.297518	10.401394
1470	776	10	70	10	20	51.139861	37.098516	-5.136651
1471	360	30	100	40	0	38.862828	58.316649	0.204201
1472	1347	0	0	0	100	16.649837	1.650114	2.668800
1473	601	30	70	85	0	50.934883	27.961559	33.102257
1474	471	85	20	55	0	50.772530	-35.248374	-6.590308
1475	781	20	40	10	20	60.553640	14.085158	-7.201840
1476	21	20	20	0	0	77.929507	5.194474	-13.317318
1477	625	70	30	85	0	52.238621	-23.906807	23.838564
1478	1357	0	0	0	40	70.562102	0.188098	-1.586427
1479	709	70	70	100	0	38.732711	1.663531	22.121964
1480	1168	100	40	70	60	24.695437	-24.825350	-4.841277
1481	119	40	10	10	0	73.906418	-9.237038	-14.085669
1482	278	30	85	30	0	45.979005	44.233470	-3.946809
1483	1512	10	0	10	10	83.794690	-4.429684	1.504271
1484	1300	20	0	0	0	86.359540	-6.461650	-11.374740
1485	713	85	10	100	0	51.340933	-48.227148	31.790250
1486	437	30	40	55	0	63.848038	7.469806	19.089593
1487	83	0	10	10	0	88.961531	5.603950	5.237299
1488	955	20	100	0	40	30.604331	50.946896	-10.909374
1489	1544	20	10	40	10	74.756365	-5.262968	16.781768
1490	191	30	10	20	0	77.166641	-6.986738	-1.924412
1491	784	40	0	10	20	68.145992	-13.224995	-11.493511
1492	40	40	30	0	0	67.080206	3.478230	-22.665443
1493	252	0	100	30	0	46.759302	73.522232	9.386279
1494	624	70	20	85	0	55.196534	-29.374418	26.255435
1495	916	10	0	100	20	74.255147	-10.285587	76.124548
1496	166	0	30	20	0	79.727489	16.826942	9.267724
1497	763	100	40	0	20	37.277634	-16.447643	-44.687870
1498	769	0	40	10	20	66.235458	21.137871	0.480926
1499	581	10	40	85	0	69.168151	15.196128	54.143500
1500	774	10	20	10	20	70.872012	6.358593	-1.484584
1501	544	70	30	70	0	52.842235	-22.119614	11.528309
1502	1295	60	0	0	0	70.013589	-20.036601	-31.430384
1503	1413	0	40	40	70	39.242204	11.135336	11.080886
1504	677	30	10	100	0	73.480802	-13.454355	70.388308
1505	78	100	55	0	0	37.852427	-10.261431	-49.370013
1506	1261	0	40	0	100	14.917583	7.782823	2.138489
1507	56	70	10	0	0	62.703290	-18.204972	-36.387523
1508	71	85	85	0	0	31.844842	17.825417	-41.653836
1509	444	40	20	55	0	67.983281	-9.785201	18.638217
1510	760	100	0	0	20	47.148519	-32.596802	-45.801791
1511	626	70	40	85	0	49.079979	-17.753503	21.184849
1512	1209	100	40	0	80	19.993727	-8.205889	-23.175525
1513	13	10	30	0	0	77.132504	14.754808	-9.753163
1514	51	55	55	0	0	51.525101	12.774615	-29.963491
1515	510	20	55	70	0	60.191234	22.265715	30.892740
1516	451	55	0	55	0	68.784842	-28.788704	14.202599
1517	1380	20	12	12	20	70.554240	-1.067605	-3.259660
1518	105	20	55	10	0	62.064159	27.101715	-8.915168
1519	737	10	10	0	20	74.986010	2.510016	-7.130866
1520	863	70	10	40	20	53.204777	-24.185328	-7.770925
1521	1302	10	0	0	0	90.186149	-3.214847	-6.637176
1522	1109	40	70	20	60	29.593511	18.616673	-8.441998
1523	431	20	85	55	0	48.174210	47.098013	14.499962
1524	817	20	40	20	20	60.154417	13.097794	-1.629483
1525	768	0	20	10	20	74.107656	9.853690	2.755552
1526	664	10	70	100	0	56.306966	37.669749	54.984542
1527	270	20	100	30	0	41.372937	63.960809	-0.045689
1528	723	100	20	100	0	42.630666	-60.064856	18.296090
1529	666	10	100	100	0	43.964477	64.316411	39.844382
1530	736	10	0	0	20	78.986404	-2.877508	-5.946084
1531	170	0	85	20	0	54.050364	59.548592	4.283753
1532	1094	100	70	0	60	20.891273	-0.872858	-30.271858
1533	876	0	20	70	20	71.690256	5.682874	45.602300
1534	1547	20	20	10	10	72.435115	3.446979	-5.578413
1535	1087	70	20	0	60	36.485365	-7.999257	-22.295364
1536	670	20	30	100	0	69.557154	3.033543	68.172542
1537	112	30	30	10	0	70.015081	5.812172	-11.103095
1538	332	0	85	40	0	53.888366	58.135337	14.683411
1539	1384	40	27	27	40	50.469977	-1.543495	-3.754772
1540	1243	100	100	70	80	12.037729	1.900066	-5.493850
1541	1487	0	0	10	10	87.647993	-0.869913	6.377425
1542	92	10	10	10	0	85.042263	1.588037	0.143941
1543	373	55	30	40	0	59.452674	-9.855546	-3.541785
1544	1003	20	40	40	40	51.047518	9.482762	8.458476
1545	1117	100	20	20	60	29.019199	-22.138031	-24.505365
1546	674	20	85	100	0	47.423172	44.995777	42.176976
1547	1359	0	0	0	25	79.793309	0.266064	-1.587897
1548	356	30	40	40	0	64.533696	8.895535	7.596836
1549	796	100	0	10	20	46.431190	-36.332629	-39.759133
1550	1043	100	40	70	40	29.995075	-31.221917	-6.058657
1551	226	85	0	20	0	58.350813	-35.934071	-30.157137
1552	583	10	70	85	0	56.553463	38.143346	42.838423
1553	1108	40	40	20	60	37.367044	4.966714	-7.129518
1554	959	40	70	0	40	37.221933	24.217721	-18.333669
1555	715	85	30	100	0	46.048310	-37.921049	26.179160
1556	272	30	10	30	0	76.643283	-8.274299	5.358287
1557	157	100	30	10	0	44.684750	-27.070015	-44.880409
1558	1373	10	6	6	0	87.003653	-0.257625	-2.441870
1559	1178	20	40	100	60	39.682216	5.301928	37.647399
1560	1345	0	0	3	0	94.133329	0.001226	1.646263
1561	192	30	20	20	0	73.349320	-1.304871	-3.287068
1562	1543	20	10	20	10	75.682474	-3.173576	2.407949
1563	806	0	70	20	20	53.514642	40.396282	3.539731
1564	671	20	40	100	0	65.615807	9.865442	63.744901
1565	478	100	0	55	0	49.825798	-57.500483	-13.300375
1566	924	20	20	100	20	64.248731	-3.135479	63.049465
1567	771	0	100	10	20	40.711273	66.293363	-0.318631
1568	18	10	100	0	0	43.905960	71.151532	-8.194409
1569	556	85	70	70	0	35.056777	-7.453575	-4.870357
1570	507	20	20	70	0	74.570140	-1.888689	41.661470
1571	1035	40	100	70	40	27.520447	37.834085	7.440532
1572	359	30	85	40	0	45.771788	43.423369	1.390559
1573	1421	0	0	3	3	92.139604	-0.023648	1.545086
1574	179	10	85	20	0	51.288653	54.385780	-0.421483
1575	189	20	100	20	0	41.444769	64.717978	-4.390328
1576	423	10	100	55	0	43.948931	66.621526	16.581402
1577	1597	70	20	10	10	55.285883	-15.040052	-27.769964
1578	1505	0	40	70	10	68.570320	19.029403	42.676111
1579	572	0	40	85	0	72.651766	20.338501	59.595519
1580	306	70	100	30	0	28.646074	36.278701	-22.829307
1581	995	100	100	20	40	17.351851	10.939086	-30.306730
1582	305	70	85	30	0	35.015585	21.968580	-21.563692
1583	1146	0	0	70	60	54.205761	-4.199520	35.000402
1584	182	20	10	20	0	80.838048	-3.340745	2.830500
1585	404	100	85	40	0	26.758006	-3.617916	-30.747487
1586	754	70	0	0	20	57.892497	-20.873837	-31.799405
1587	878	0	70	70	20	52.595745	37.929822	31.829799
1588	1456	3	40	3	3	73.103067	23.427835	-4.847515
1589	313	85	70	30	0	36.326276	0.572690	-27.415253
1590	874	0	0	70	20	79.055629	-5.292479	52.602329
1591	143	70	85	10	0	35.404398	24.993351	-30.721619
1592	1186	70	0	100	60	37.449585	-26.000142	28.174986
1593	1077	20	20	0	60	46.785877	3.382921	-8.566743
1594	240	100	55	20	0	36.895639	-17.091448	-39.401047
1595	1065	70	100	100	40	22.130702	20.196176	8.569367
1596	1000	0	100	40	40	34.637207	55.277736	9.144419
1597	1425	7	7	0	0	88.002278	2.395167	-6.147285
1598	195	30	55	20	0	58.847305	21.770092	-7.170187
1599	808	10	0	20	20	77.969919	-5.295631	7.939346
1600	635	85	40	85	0	43.845974	-29.753105	12.007057
1601	462	70	20	55	0	56.567689	-25.289097	2.163068
1602	190	30	0	20	0	81.279703	-13.038825	-0.294720
1603	1466	40	40	40	3	60.021319	4.135008	2.751592
1604	1290	90	0	0	0	57.808060	-31.397956	-46.542105
1605	1289	95	0	0	0	55.800008	-33.624456	-49.091523
1606	342	10	100	40	0	43.913506	67.828649	9.093768
1607	884	10	70	70	20	49.935028	33.461849	27.346982
1608	175	10	30	20	0	76.142164	12.447135	4.363908
1609	76	100	30	0	0	45.292646	-22.973627	-50.929624
1610	460	70	0	55	0	62.761944	-36.048212	5.666542
1611	223	70	70	20	0	40.879277	12.047136	-25.599959
1612	355	30	30	40	0	68.610901	2.211518	9.425050
1613	545	70	40	70	0	49.626059	-16.047880	9.238586
1614	302	70	40	30	0	51.355943	-9.380363	-18.551149
1615	573	0	55	85	0	65.914483	31.830087	53.626189
1616	1524	10	20	40	10	74.323171	3.978068	19.228324
1617	1510	0	70	70	10	56.121748	40.836847	34.094097
END_DATA								
